
sample ID, execution time, extra probe , dut probe
60 ,30266 ,0.51117,2.55586
61 ,30771 ,0.46983,2.34917
62 ,31275 ,0.47893,2.39465
63 ,31779 ,0.41132,2.05658
64 ,32283 ,0.40418,2.02089
65 ,32787 ,0.37832,1.89161
66 ,33292 ,0.33168,1.65839
67 ,33797 ,0.26997,1.34985
68 ,34301 ,0.28122,1.40611
69 ,34808 ,0.29969,1.49845
70 ,35312 ,0.31741,1.58704
71 ,35817 ,0.27121,1.35603
72 ,36321 ,0.46359,2.31794
73 ,36826 ,0.38071,1.90354
74 ,37331 ,0.44093,2.20464
75 ,37836 ,0.39170,1.95850
76 ,38340 ,0.34276,1.71381
77 ,38844 ,0.29731,1.48656
78 ,39348 ,0.29995,1.49975
79 ,39853 ,0.26050,1.30250
80 ,40357 ,0.23508,1.17541
81 ,40861 ,0.18512,0.92562
82 ,41366 ,0.18788,0.93939
83 ,41871 ,0.19034,0.95169
84 ,42375 ,0.19120,0.95598
85 ,42879 ,0.19013,0.95066
86 ,43383 ,0.22751,1.13753
87 ,43890 ,0.19339,0.96694
88 ,44395 ,0.18544,0.92718
89 ,44900 ,0.20245,1.01227
90 ,45405 ,0.21189,1.05943
91 ,45909 ,0.22845,1.14223
92 ,46414 ,0.18656,0.93282
93 ,46918 ,0.19188,0.95942
94 ,47422 ,0.20772,1.03862
95 ,47927 ,0.18971,0.94857
96 ,48432 ,0.19914,0.99572
97 ,48937 ,0.18656,0.93282
98 ,49441 ,0.25474,1.27370
99 ,49945 ,0.39585,1.97926
100 ,50449 ,0.39710,1.98552
101 ,50954 ,0.57957,2.89786
102 ,51459 ,0.39101,1.95506
103 ,51963 ,0.34301,1.71507

sample ID, execution time, extra probe , dut probe
1 ,508 ,0.39913,1.99566
2 ,1012 ,0.34946,1.74731
3 ,1516 ,0.25843,1.29217
4 ,2021 ,0.27515,1.37575
5 ,2525 ,0.38152,1.90758
6 ,3029 ,0.39776,1.98879
7 ,3533 ,0.31415,1.57076
8 ,4037 ,0.27333,1.36667
9 ,4541 ,0.40750,2.03748
10 ,5045 ,0.43686,2.18429
11 ,5549 ,0.46446,2.32231
12 ,6055 ,0.54285,2.71423
13 ,6560 ,0.49213,2.46065
14 ,7064 ,0.57634,2.88172
15 ,7568 ,0.44193,2.20965
16 ,8072 ,0.45401,2.27006
17 ,8576 ,0.44560,2.22800
18 ,9080 ,0.50491,2.52455
19 ,9584 ,0.54967,2.74837
20 ,10092 ,0.67625,3.38127
21 ,10596 ,0.44400,2.21998
22 ,11100 ,0.32598,1.62992
23 ,11604 ,0.49463,2.47315
24 ,12108 ,0.43680,2.18398
25 ,12612 ,0.36136,1.80678
26 ,13117 ,0.28855,1.44273
27 ,13622 ,0.53460,2.67301
28 ,14126 ,0.65059,3.25293
29 ,14631 ,0.64534,3.22669
30 ,15135 ,0.70587,3.52937
31 ,15640 ,0.74165,3.70824
32 ,16144 ,0.76825,3.84127
33 ,16648 ,0.72566,3.62828
34 ,17152 ,0.94164,4.70818
35 ,17656 ,0.75064,3.75318
36 ,18160 ,0.79277,3.96385
37 ,18665 ,0.70730,3.53648
38 ,19171 ,0.79740,3.98701
39 ,19675 ,0.72440,3.62202
40 ,20180 ,0.81078,4.05388
41 ,20685 ,0.66864,3.34318
42 ,21189 ,0.60639,3.03197
43 ,21694 ,0.60774,3.03870
44 ,22198 ,0.57234,2.86168
45 ,22702 ,0.42905,2.14525
46 ,23208 ,0.34648,1.73240
47 ,23712 ,0.42866,2.14329
48 ,24216 ,0.44587,2.22937
49 ,24720 ,0.50572,2.52862
50 ,25224 ,0.37162,1.85812
51 ,25729 ,0.35935,1.79673
52 ,26234 ,0.48532,2.42662
53 ,26738 ,0.49865,2.49325
54 ,27242 ,0.44575,2.22874
55 ,27746 ,0.47023,2.35114
56 ,28253 ,0.47217,2.36084
57 ,28757 ,0.32550,1.62748
58 ,29261 ,0.60007,3.00035
59 ,29765 ,0.43579,2.17897
60 ,30269 ,0.47530,2.37649
61 ,30773 ,0.44600,2.23000
62 ,31278 ,0.38458,1.92290
63 ,31783 ,0.37059,1.85295
64 ,32287 ,0.42165,2.10823
65 ,32791 ,0.36787,1.83934
66 ,33295 ,0.32148,1.60739
67 ,33801 ,0.46777,2.33886
68 ,34305 ,0.44173,2.20864
69 ,34810 ,0.37796,1.88980
70 ,35314 ,0.28717,1.43585
71 ,35819 ,0.32223,1.61114
72 ,36323 ,0.33606,1.68032
73 ,36827 ,0.32711,1.63556
74 ,37331 ,0.28733,1.43667
75 ,37840 ,0.27797,1.38983
76 ,38344 ,0.21173,1.05865
77 ,38848 ,0.19451,0.97257
78 ,39353 ,0.23514,1.17572
79 ,39857 ,0.19251,0.96255
80 ,40362 ,0.19315,0.96574
81 ,40866 ,0.19433,0.97163
82 ,41371 ,0.21367,1.06836
83 ,41875 ,0.20466,1.02328
84 ,42379 ,0.20259,1.01295
85 ,42884 ,0.18059,0.90297
86 ,43389 ,0.18684,0.93420
87 ,43894 ,0.18575,0.92875
88 ,44398 ,0.22356,1.11781
89 ,44903 ,0.19107,0.95535
90 ,45407 ,0.19345,0.96725
91 ,45911 ,0.18634,0.93170
92 ,46416 ,0.18744,0.93720
93 ,46922 ,0.21962,1.09809
94 ,47426 ,0.18522,0.92609
95 ,47930 ,0.18155,0.90777
96 ,48434 ,0.19401,0.97007
97 ,48938 ,0.20541,1.02704
98 ,49442 ,0.18731,0.93657
99 ,49947 ,0.19564,0.97821
100 ,50451 ,0.35860,1.79301
101 ,50955 ,0.39072,1.95359
102 ,51459 ,0.53979,2.69893
103 ,51965 ,0.43198,2.15992
104 ,52469 ,0.32573,1.62867
105 ,52973 ,0.40919,2.04594

sample ID, execution time, extra probe , dut probe
1 ,506 ,0.31669,1.58344
2 ,1010 ,0.34867,1.74333
3 ,1515 ,0.29458,1.47289
4 ,2022 ,0.32229,1.61146
5 ,2527 ,0.37046,1.85232
6 ,3031 ,0.29825,1.49125
7 ,3535 ,0.27477,1.37387
8 ,4039 ,0.39807,1.99035
9 ,4544 ,0.43436,2.17179
10 ,5048 ,0.57966,2.89831
11 ,5552 ,0.50378,2.51892
12 ,6056 ,0.46353,2.31764
13 ,6562 ,0.44029,2.20146
14 ,7067 ,0.54571,2.72855
15 ,7571 ,0.52626,2.63129
16 ,8075 ,0.44969,2.24846
17 ,8579 ,0.45001,2.25003
18 ,9083 ,0.45808,2.29041
19 ,9587 ,0.49257,2.46284
20 ,10092 ,0.59381,2.96906
21 ,10596 ,0.60182,3.00912
22 ,11100 ,0.45038,2.25191
23 ,11607 ,0.51718,2.58591
24 ,12111 ,0.55499,2.77497
25 ,12615 ,0.35785,1.78924
26 ,13121 ,0.46696,2.33480
27 ,13626 ,0.50406,2.52030
28 ,14131 ,0.72585,3.62923
29 ,14636 ,0.64240,3.21202
30 ,15141 ,0.62729,3.13644
31 ,15645 ,0.67413,3.37066
32 ,16150 ,0.74202,3.71011
33 ,16655 ,0.73091,3.65453
34 ,17160 ,0.71923,3.59613
35 ,17665 ,0.72360,3.61799
36 ,18169 ,0.74377,3.71886
37 ,18675 ,0.72429,3.62145
38 ,19181 ,0.76348,3.81741
39 ,19686 ,0.68594,3.42968
40 ,20191 ,0.69836,3.49182
41 ,20695 ,0.62442,3.12212
42 ,21201 ,0.67664,3.38318
43 ,21705 ,0.59181,2.95906
44 ,22211 ,0.45834,2.29171
45 ,22715 ,0.43655,2.18273
46 ,23219 ,0.36230,1.81148
47 ,23723 ,0.31960,1.59800
48 ,24227 ,0.31565,1.57827
49 ,24732 ,0.32393,1.61967
50 ,25236 ,0.31709,1.58547
51 ,25740 ,0.31184,1.55918
52 ,26244 ,0.37000,1.84998
53 ,26748 ,0.41808,2.09039
54 ,27253 ,0.40688,2.03438
55 ,27758 ,0.39820,1.99098
56 ,28262 ,0.34558,1.72790
57 ,28766 ,0.24886,1.24428
58 ,29271 ,0.45157,2.25785
59 ,29775 ,0.29318,1.46590
60 ,30281 ,0.26019,1.30093
61 ,30786 ,0.28084,1.40419
62 ,31290 ,0.27621,1.38107
63 ,31795 ,0.30019,1.50096
64 ,32299 ,0.26889,1.34444
65 ,32803 ,0.28279,1.41394
66 ,33308 ,0.30326,1.51630
67 ,33812 ,0.33112,1.65559
68 ,34316 ,0.24710,1.23551
69 ,34820 ,0.27678,1.38389
70 ,35325 ,0.27434,1.37168
71 ,35829 ,0.20658,1.03288
72 ,36335 ,0.18715,0.93576
73 ,36839 ,0.20747,1.03737
74 ,37343 ,0.24641,1.23207
75 ,37848 ,0.19877,0.99386
76 ,38352 ,0.23045,1.15225
77 ,38857 ,0.18971,0.94857
78 ,39365 ,0.19115,0.95575
79 ,39869 ,0.19007,0.95035
80 ,40373 ,0.19057,0.95285
81 ,40878 ,0.19445,0.97226
82 ,41382 ,0.18869,0.94346
83 ,41887 ,0.18653,0.93264
84 ,42392 ,0.19302,0.96512
85 ,42897 ,0.21292,1.06460
86 ,43401 ,0.26444,1.32222
87 ,43905 ,0.19207,0.96036
88 ,44410 ,0.18982,0.94909
89 ,44914 ,0.23062,1.15311
90 ,45420 ,0.18934,0.94669
91 ,45924 ,0.21449,1.07243
92 ,46428 ,0.23477,1.17385
93 ,46933 ,0.20109,1.00544
94 ,47437 ,0.19126,0.95629
95 ,47942 ,0.19065,0.95325
96 ,48449 ,0.18443,0.92217
97 ,48953 ,0.18938,0.94690
98 ,49457 ,0.18638,0.93188
99 ,49962 ,0.19044,0.95222
100 ,50466 ,0.18650,0.93250
101 ,50971 ,0.20527,1.02633
102 ,51475 ,0.36305,1.81523
103 ,51979 ,0.40061,2.00305
104 ,52483 ,0.57709,2.88547
105 ,52987 ,0.42277,2.11386
106 ,53492 ,0.34273,1.71367
107 ,53997 ,0.41169,2.05843
108 ,54502 ,0.33450,1.67250

sample ID, execution time, extra probe , dut probe
1 ,505 ,0.21586,1.07931
2 ,1009 ,0.22300,1.11500
3 ,1513 ,0.21355,1.06773
4 ,2018 ,0.26310,1.31550
5 ,2525 ,0.22669,1.13344
6 ,3030 ,0.19783,0.98916
7 ,3534 ,0.22544,1.12720
8 ,4038 ,0.22901,1.14505
9 ,4542 ,0.42302,2.11512
10 ,5047 ,0.45197,2.25985
11 ,5551 ,0.39041,1.95203
12 ,6055 ,0.33938,1.69691
13 ,6559 ,0.32060,1.60300
14 ,7063 ,0.44143,2.20714
15 ,7567 ,0.34255,1.71273
16 ,8073 ,0.33174,1.65870
17 ,8577 ,0.34733,1.73667
18 ,9081 ,0.37995,1.89975
19 ,9585 ,0.44337,2.21685
20 ,10089 ,0.64252,3.21258
21 ,10593 ,0.38876,1.94382
22 ,11098 ,0.20816,1.04081
23 ,11602 ,0.39673,1.98364
24 ,12108 ,0.32799,1.63994
25 ,12613 ,0.26970,1.34851
26 ,13117 ,0.21449,1.07243
27 ,13622 ,0.43398,2.16992
28 ,14127 ,0.67020,3.35098
29 ,14632 ,0.60099,3.00497
30 ,15137 ,0.56621,2.83103
31 ,15641 ,0.69930,3.49650
32 ,16146 ,0.69249,3.46247
33 ,16650 ,0.71310,3.56552
34 ,17154 ,0.64008,3.20038
35 ,17658 ,0.68816,3.44078
36 ,18163 ,0.64459,3.22295
37 ,18667 ,0.60508,3.02540
38 ,19171 ,0.62086,3.10428
39 ,19676 ,0.67532,3.37659
40 ,20180 ,0.57891,2.89455
41 ,20684 ,0.46991,2.34957
42 ,21191 ,0.44756,2.23782
43 ,21695 ,0.32667,1.63337
44 ,22199 ,0.42842,2.14212
45 ,22705 ,0.40051,2.00253
46 ,23209 ,0.39059,1.95297
47 ,23713 ,0.35341,1.76703
48 ,24217 ,0.32467,1.62335
49 ,24721 ,0.30921,1.54603
50 ,25226 ,0.31150,1.55752
51 ,25730 ,0.31127,1.55636
52 ,26234 ,0.30376,1.51880
53 ,26738 ,0.29681,1.48405
54 ,27243 ,0.31609,1.58047
55 ,27747 ,0.31513,1.57564
56 ,28253 ,0.25173,1.25867
57 ,28758 ,0.58376,2.91878
58 ,29262 ,0.27452,1.37262
59 ,29766 ,0.28792,1.43960
60 ,30273 ,0.25430,1.27151
61 ,30777 ,0.26666,1.33330
62 ,31282 ,0.25843,1.29217
63 ,31786 ,0.29556,1.47779
64 ,32290 ,0.26977,1.34883
65 ,32795 ,0.29462,1.47310
66 ,33299 ,0.27070,1.35352
67 ,33803 ,0.27072,1.35360
68 ,34308 ,0.36386,1.81930
69 ,34812 ,0.31847,1.59236
70 ,35316 ,0.21912,1.09559
71 ,35821 ,0.18537,0.92687
72 ,36325 ,0.19715,0.98573
73 ,36831 ,0.29520,1.47602
74 ,37335 ,0.19940,0.99699
75 ,37839 ,0.21755,1.08776
76 ,38344 ,0.21179,1.05897
77 ,38848 ,0.19145,0.95723
78 ,39352 ,0.18640,0.93202
79 ,39861 ,0.19440,0.97199
80 ,40365 ,0.19552,0.97758
81 ,40869 ,0.19501,0.97507
82 ,41374 ,0.20259,1.01295
83 ,41878 ,0.19057,0.95285
84 ,42383 ,0.21276,1.06380
85 ,42888 ,0.20683,1.03413
86 ,43392 ,0.20904,1.04519
87 ,43897 ,0.19527,0.97633
88 ,44401 ,0.23978,1.19889
89 ,44906 ,0.21129,1.05646
90 ,45410 ,0.21232,1.06161
91 ,45916 ,0.22406,1.12032
92 ,46420 ,0.19589,0.97946
93 ,46924 ,0.18681,0.93407
94 ,47429 ,0.19433,0.97163
95 ,47933 ,0.19132,0.95661
96 ,48438 ,0.19265,0.96324
97 ,48946 ,0.19846,0.99229
98 ,49450 ,0.20747,1.03737
99 ,49954 ,0.18875,0.94377
100 ,50459 ,0.20071,1.00356
101 ,50963 ,0.19470,0.97351
102 ,51468 ,0.19071,0.95356
103 ,51973 ,0.32406,1.62029
104 ,52477 ,0.38095,1.90476
105 ,52982 ,0.45658,2.28290
106 ,53486 ,0.57384,2.86919
107 ,53991 ,0.32737,1.63684
108 ,54496 ,0.37808,1.89042
